"(PDH-CSV 4.0) (Pacific Daylight Time)(420)","\\PER730XD\Processor(_Total)\% Processor Time","\\PER730XD\Memory\Available MBytes","\\PER730XD\Memory\Pages/sec","\\PER730XD\PhysicalDisk(0 C:)\% Idle Time","\\PER730XD\PhysicalDisk(1 D:)\% Idle Time","\\PER730XD\PhysicalDisk(2 E:)\% Idle Time","\\PER730XD\PhysicalDisk(_Total)\% Idle Time","\\PER730XD\PhysicalDisk(0 C:)\Avg. Disk Read Queue Length","\\PER730XD\PhysicalDisk(1 D:)\Avg. Disk Read Queue Length","\\PER730XD\PhysicalDisk(2 E:)\Avg. Disk Read Queue Length","\\PER730XD\PhysicalDisk(_Total)\Avg. Disk Read Queue Length","\\PER730XD\PhysicalDisk(0 C:)\Avg. Disk Write Queue Length","\\PER730XD\PhysicalDisk(1 D:)\Avg. Disk Write Queue Length","\\PER730XD\PhysicalDisk(2 E:)\Avg. Disk Write Queue Length","\\PER730XD\PhysicalDisk(_Total)\Avg. Disk Write Queue Length","\\PER730XD\PhysicalDisk(0 C:)\Avg. Disk sec/Read","\\PER730XD\PhysicalDisk(1 D:)\Avg. Disk sec/Read","\\PER730XD\PhysicalDisk(2 E:)\Avg. Disk sec/Read","\\PER730XD\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\PER730XD\PhysicalDisk(0 C:)\Avg. Disk sec/Write","\\PER730XD\PhysicalDisk(1 D:)\Avg. Disk sec/Write","\\PER730XD\PhysicalDisk(2 E:)\Avg. Disk sec/Write","\\PER730XD\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\PER730XD\PhysicalDisk(0 C:)\Disk Reads/sec","\\PER730XD\PhysicalDisk(1 D:)\Disk Reads/sec","\\PER730XD\PhysicalDisk(2 E:)\Disk Reads/sec","\\PER730XD\PhysicalDisk(_Total)\Disk Reads/sec","\\PER730XD\PhysicalDisk(0 C:)\Disk Writes/sec","\\PER730XD\PhysicalDisk(1 D:)\Disk Writes/sec","\\PER730XD\PhysicalDisk(2 E:)\Disk Writes/sec","\\PER730XD\PhysicalDisk(_Total)\Disk Writes/sec"
"06/18/2015 11:09:21.830"," ","33425"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"06/18/2015 11:09:31.816","15.494722999670296","33504","8.1156256241347613","98.335916733404034","99.373456296860667","100.09052031948127","99.266631784239351","0.0049072817190516319","0","0","0.0049072817190516319","0.015883568992685487","0.016714802426728927","0.00028041609823152184","0.032878787517645933","0.0044545532509057649","0","0","0.0044545532509057649","3.3831066339018068e-005","0.00012558313177025906","7.5681409150706868e-005","5.4228647713671485e-005","1.1021219983392885","0","0","1.1021219983392885","469.70435711041677","133.15637598117402","3.7071376307776065","606.56787072236841"
"06/18/2015 11:09:41.816","14.518473750204263","33511","0.19998441935385883","98.836189964269025","99.944102417026997","100.14508653526197","99.641792305572025","0","0","0","0","0.013348945166352955","0.002209825379598504","0.00014998814793655004","0.015708758693888009","0","0","0","0","2.8672702542945886e-005","4.762940496547687e-005","4.5446445255981335e-005","3.0487071538401845e-005","0","0","0","0","465.56372825578336","46.396385290095246","3.2997429193386707","515.25985646521724"
"06/18/2015 11:09:51.818","11.969388655445911","33502","0.099981434921850493","75.589034925797463","19.501397116882657","99.73557385273071","64.942001965136939","0.00072986515741216805","0","0","0.00072986515741216805","0.24565461530982152","219.69701097722196","0.0042492149575365954","219.94691480748932","0.0073002635518875508","0","0","0.0073002635518875508","0.00082283989004689818","0.074083004613451117","0.0014655258114905964","0.067323892153255807","0.099981434921850493","0","0","0.099981434921850493","298.54456467664556","2965.5493412170076","2.8994616127336643","3266.9933675063867"
"06/18/2015 11:10:01.826","12.344645339355687","33471","0","75.325682325413865","11.980201979270463","99.887644511623549","62.397843271858008","0","0","0","0","0.25009633425405053","1472.0071673764221","0.0027180039522575411","1472.2599817146283","0","0","0","0","0.00083039150590754284","0.56321475053171854","0.0011333328497779842","0.50468988456631036","0","0","0","0","301.17892352044879","2613.581534398586","2.3982396033479665","2917.1586975223831"
"06/18/2015 11:10:11.811","18.0913672570309","33371","0","86.043658674191974","18.545515053408991","99.853147121727147","68.147439949280752","0","1.326037375351941","0","1.326037375351941","0.1414398472293418","77.613941924936938","0.0030845764318230742","77.758466348598091","0","0.016206487218239057","0","0.016206487218239057","0.00037511293424132339","0.059641980926978803","0.00069999485285068093","0.046207879553419429","0","81.821359133609405","0","81.821359133609405","377.05926210286339","1301.3301598312369","4.4065358652127466","1682.7959577993131"
"06/18/2015 11:10:21.811","20.699611835606756","33305","57.995454395551207","95.781447632854139","92.496706634681857","100.10610663349195","96.128087300316366","0.029467676473710049","0.036897090664401111","0","0.066364767138111166","0.023468149536409053","0.087303116149291635","0.00052995821279492109","0.1113012238984956","0.0021669104480005618","0.00028626838574607316","0","0.00046575422467001038","4.9317051172108735e-005","0.00010657958994270829","0.00011041773066621268","8.5629656005131946e-005","13.598934134129248","128.88989778597502","0","142.48883192010425","475.86270253177275","819.13579725578529","4.7996238120456169","1299.7981235996037"
"06/18/2015 11:10:31.812","19.92332286209453","33223","0.099992017707293546","98.649200794185205","97.14431977007898","100.13008371558145","98.641201426615211","0.00046996284473749505","0.005479566785449942","0","0.0059495296301874372","0.015028811822137342","0.034697256834874637","0.00030997549333749676","0.050036044150349471","0.0047001579945992553","0.0002174593781168029","0","0.00023517755446653591","3.2197963982853275e-005","5.6468632266901333e-005","7.7503966931640774e-005","4.6107067154642345e-005","0.099992017707293546","25.197988462237973","0","25.297980479945267","466.76273865764631","614.45094881131888","3.9996807082917418","1085.2133681772568"
"06/18/2015 11:10:41.813","16.324961123816941","33135","0","98.92519579130402","99.945115329851632","100.14609947421246","99.67213686512271","0","0","0","0","0.012459017108140338","0.0024298083124222329","0.00013998895627123975","0.015028814376833812","0","0","0","0","2.647117913123749e-005","5.1922940809174884e-005","4.6663091201525536e-005","2.8876017138419687e-005","0","0","0","0","470.66288918834721","46.796310206107179","2.9997634747504605","520.45896286920492"
"06/18/2015 11:10:51.814","15.182464621787805","33550","0","98.911205796983197","99.976121881595731","100.14810832906366","99.67847833590713","0","0","0","0","0.012479016653487706","0.0023498148345910343","0.00014998818093134262","0.014978819669010083","0","0","0","0","2.6429467757734585e-005","5.7597883921634886e-005","4.5459374543394129e-005","2.9014147346887808e-005","0","0","0","0","472.16325438256905","40.796825029243578","3.2997432008947012","516.25982261270735"
